Timestamp,Profit
1547321049,3.38686
1547321050,3.38686
1547321051,3.38686
1547321052,3.38686
1547321053,3.78728
1547321054,3.38686
1547321055,3.38686
1547321056,3.38686
1547321057,1.54817
1547321058,2.18691
1547321059,2.18691
1547321060,2.18691
1547321061,2.18691
1547321062,2.18691
1547321063,2.18691
1547321064,2.18691
1547321065,2.58733
1547321066,2.18691
1547321067,2.18691
1547321068,2.18691
1547321069,2.18691
1547321070,2.18691
1547321071,2.18691
1547321072,2.18691
1547321073,2.38678
1547321074,2.38678
1547321075,2.38678
1547321076,2.18691
1547321077,2.18691
1547321078,2.18691
1547321079,2.18691
1547321080,2.18691
1547321081,2.18691
1547321082,2.18691
1547321083,2.38678
1547321084,2.18691
1547321085,2.18691
1547321086,2.18691
1547321087,2.18691
1547321088,2.18691
1547321089,2.46194
1547321090,2.18691
1547321091,2.18691
1547321092,2.18691
1547321093,5.93899
1547321094,5.93899
1547321095,5.93899
1547321096,5.93899
1547321097,4.89202
1547321098,9.02435
1547321099,9.02435
1547321100,6.94816
1547321101,7.01163
1547321102,7.01163
1547321103,7.01163
1547321104,7.01163
1547321105,7.01163
1547321106,7.01163
1547321107,7.01163
1547321108,7.01163
1547321109,7.01163
1547321110,7.01163
1547321111,7.01163
1547321112,7.01163
1547321113,7.01163
1547321114,7.01163
1547321115,7.01163
1547321116,7.01163
1547321117,7.01163
1547321118,4.94561
1547321119,2.18691
1547321120,2.18691
1547321121,2.18691
1547321122,2.18691
1547321123,2.18691
1547321124,2.18691
1547321125,1.07974
1547321126,1.07974
1547321127,1.07974
1547321128,1.13782
1547321129,1.13782
1547321130,1.13782
1547321131,1.13782
1547321132,1.13782
1547321133,1.13782
1547321134,1.13782
1547321135,1.13782
1547321136,1.13782
1547321137,1.13782
1547321138,2.00821
1547321139,2.069
1547321140,2.069
1547321141,2.069
1547321142,2.069
1547321143,2.00821
1547321144,2.00821
1547321145,2.01297
1547321146,2.01297
1547321147,2.01297
1547321148,2.01297
1547321149,2.01297
1547321150,2.10185
1547321151,2.00821
1547321152,2.00821
1547321153,2.00821
1547321154,2.05496
1547321155,2.05496
1547321156,3.93895
1547321157,3.93895
1547321158,3.45481
1547321159,3.45481
1547321160,3.45481
1547321161,3.93895
1547321162,3.93895
1547321163,3.93895
1547321164,3.93895
1547321165,3.93895
1547321166,3.93895
1547321167,3.93895
1547321168,3.93895
1547321169,0
1547321170,0
1547321171,0
1547321172,0
1547321173,0
1547321174,0
1547321175,0
1547321176,0
1547321177,0
1547321178,0
1547321179,0
1547321180,0
1547321181,0
1547321182,0
1547321183,0
1547321184,0
1547321185,0
1547321186,0
1547321187,0
1547321188,0
1547321189,0
1547321190,0
1547321191,0
1547321192,0
1547321193,0
1547321194,0
1547321195,0
1547321196,0
1547321197,0
1547321198,0
1547321199,0
1547321200,0
1547321201,0
1547321202,0
1547321203,0
1547321204,0
1547321205,0
1547321206,0
1547321207,0
1547321208,0
1547321209,0
1547321210,0
1547321211,0
1547321212,0
1547321213,0
1547321214,0
1547321215,0
1547321216,0
1547321217,0
1547321218,0
1547321219,0
1547321220,0
1547321221,0
1547321222,0
1547321223,0
1547321224,0
1547321225,0
1547321226,0
1547321227,0
1547321228,0
1547321229,0
1547321230,0
1547321231,0
1547321232,0
1547321233,0
1547321234,0
1547321235,0
1547321236,0
1547321237,0
1547321238,0
1547321239,0
1547321240,0
1547321241,0
1547321242,0
1547321243,0
1547321244,0
1547321245,0
1547321246,0
1547321247,0
1547321248,0
1547321249,0
1547321250,0
1547321251,0
1547321252,0
1547321253,0
1547321254,0
1547321255,0
1547321256,0
1547321257,0
1547321258,0
1547321259,0
1547321260,0
1547321261,0
1547321262,0
1547321263,0
1547321264,0
1547321265,0
1547321266,0
1547321267,0
1547321268,0
1547321269,0
1547321270,0
1547321271,0
1547321272,0
1547321273,0
1547321274,0
1547321275,0
1547321276,0
1547321277,0
1547321278,0
1547321279,0
1547321280,0
1547321281,0
1547321282,0
1547321283,0
1547321284,0
1547321285,0
1547321286,0
1547321287,0
1547321288,0
1547321289,0
1547321290,0
1547321291,0
1547321292,0
1547321293,0
1547321294,0
1547321295,0
1547321296,0
1547321297,0
1547321298,0
1547321299,0
1547321300,0
1547321301,0
1547321302,0
1547321303,0
1547321304,0
1547321305,0
1547321306,0
1547321307,0
1547321308,0
1547321309,0
1547321310,0
1547321311,0
1547321312,0
1547321313,0
1547321314,0
1547321315,0
1547321316,0
1547321317,0
1547321318,0
1547321319,0
1547321320,0
1547321321,0
1547321322,0
1547321323,0
1547321324,0
1547321325,0
1547321326,0
1547321327,0
1547321328,0
1547321329,0
1547321330,0
1547321331,0
1547321332,0
1547321333,0
1547321334,0
1547321335,0
1547321336,0
1547321337,0
1547321338,0
1547321339,0
1547321340,0
1547321341,0
1547321342,0
1547321343,0
1547321344,0
1547321345,0
1547321346,0
1547321347,0
1547321348,0
1547321349,0
1547321350,0
1547321351,0
1547321352,0
1547321353,0
1547321354,0
1547321355,0
1547321356,0
1547321357,0
1547321358,0
1547321359,0
1547321360,0
1547321361,0
1547321362,0
1547321363,0
1547321364,0
1547321365,0
1547321366,0
1547321367,0
1547321368,0
1547321369,0
1547321370,0
1547321371,0
1547321372,0
1547321373,0
1547321374,0
1547321375,0
1547321376,0
1547321377,0
1547321378,0
1547321379,0
1547321380,0
1547321381,0
1547321382,0
1547321383,0
1547321384,0
1547321385,0
1547321386,0
1547321387,0
1547321388,0
1547321389,0
1547321390,0
1547321391,0
1547321392,0
1547321393,0
1547321394,0
1547321395,0
1547321396,0
1547321397,0
1547321398,0
1547321399,0
1547321400,0
1547321401,0
1547321402,0
1547321403,0
1547321404,0
1547321405,0
1547321406,0
1547321407,0
1547321408,0
1547321409,0
1547321410,0
1547321411,0
1547321412,0
1547321413,0
1547321414,0
1547321415,0
1547321416,0
1547321417,0
1547321418,0
1547321419,0
1547321420,0
1547321421,0
1547321422,0
1547321423,0
1547321424,0
1547321425,0
1547321426,0
1547321427,0
1547321428,0
1547321429,0
1547321430,0
1547321431,0
1547321432,0
1547321433,0
1547321434,0
1547321435,0
1547321436,0
1547321437,0
1547321438,0
1547321439,0
1547321440,0
1547321441,0
1547321442,0
1547321443,0
1547321444,0
1547321445,0
1547321446,0
1547321447,0
1547321448,0
1547321449,0
1547321450,0
1547321451,0
1547321452,0
1547321453,0
1547321454,0
1547321455,0
1547321456,0
1547321457,0
1547321458,0
1547321459,0
1547321460,0
1547321461,0
1547321462,0
1547321463,0
1547321464,0
1547321465,0
1547321466,0
1547321467,0
1547321468,0
1547321469,0
1547321470,0
1547321471,0
1547321472,0
1547321473,0
1547321474,0
1547321475,0
1547321476,0
1547321477,0
1547321478,0
1547321479,0
1547321480,0
1547321481,0
1547321482,0
1547321483,0
1547321484,0
1547321485,0
1547321486,0
1547321487,0
1547321488,0
1547321489,0
1547321490,0
1547321491,0
1547321492,0
1547321493,0
1547321494,0
1547321495,0
1547321496,0
1547321497,0
1547321498,0
1547321499,0
1547321500,0
1547321501,0
1547321502,0
1547321503,0
1547321504,0
1547321505,0
1547321506,0
1547321507,0
1547321508,0
1547321509,0
1547321510,0
1547321511,0
1547321512,0
1547321513,0
1547321514,0
1547321515,0
1547321516,0
1547321517,0
1547321518,0
1547321519,0
1547321520,0
1547321521,0
1547321522,0
1547321523,0
1547321524,0
1547321525,0
1547321526,0
1547321527,0
1547321528,0
1547321529,0
1547321530,0
1547321531,0
1547321532,0
1547321533,0
1547321534,0
1547321535,0
1547321536,0
1547321537,0
1547321538,0
1547321539,0
1547321540,0
1547321541,0
1547321542,0
1547321543,0
1547321544,0
1547321545,0
1547321546,0
1547321547,0
1547321548,0
1547321549,0
1547321550,0
1547321551,0
1547321552,0
1547321553,0
1547321554,0
1547321555,0
1547321556,0
1547321557,0
1547321558,0
1547321559,0
1547321560,0
1547321561,0
1547321562,0
1547321563,0
1547321564,0
1547321565,0
1547321566,0
1547321567,0
1547321568,0
1547321569,0
1547321570,0
1547321571,0
1547321572,0
1547321573,0
1547321574,0
1547321575,0
1547321576,0
1547321577,0
1547321578,0
1547321579,0
1547321580,0
1547321581,0
1547321582,0
1547321583,0
1547321584,0
1547321585,0
1547321586,0
1547321587,0
1547321588,0
1547321589,0
1547321590,0
1547321591,0
1547321592,0
1547321593,0
1547321594,0
1547321595,0
1547321596,0
1547321597,0
1547321598,0
1547321599,0
1547321600,0
1547321601,0
1547321602,0
1547321603,0
1547321604,0
1547321605,0
1547321606,0
1547321607,0
1547321608,0
1547321609,0
1547321610,0
1547321611,0
1547321612,0
1547321613,0
1547321614,0
1547321615,0
1547321616,0
1547321617,0
1547321618,0
1547321619,0
1547321620,0
1547321621,0
1547321622,0
1547321623,0
1547321624,0
1547321625,0
1547321626,0
1547321627,0
1547321628,0
1547321629,0
1547321630,0
1547321631,0
1547321632,0
1547321633,0
1547321634,0
1547321635,0
1547321636,0
1547321637,0
1547321638,0
1547321639,0
1547321640,0
1547321641,0
1547321642,0
1547321643,0
1547321644,0
1547321645,0
1547321646,0
1547321647,0
1547321648,0
1547321649,0
1547321650,0
1547321651,0
1547321652,0
1547321653,0
1547321654,0
1547321655,0
1547321656,0
1547321657,0
1547321658,0
1547321659,0
1547321660,0
1547321661,0
1547321662,0
1547321663,0
1547321664,0
1547321665,0
1547321666,0
1547321667,0
1547321668,0
1547321669,0
1547321670,0
1547321671,0
1547321672,0
1547321673,0
1547321674,0
1547321675,0
1547321676,0
1547321677,0
1547321678,0
1547321679,0
1547321680,0
1547321681,0
1547321682,0
1547321683,0
1547321684,0
1547321685,0
1547321686,0
1547321687,0
1547321688,0
1547321689,0
1547321690,0
1547321691,0
1547321692,0
1547321693,0
1547321694,0
1547321695,0
1547321696,0
1547321697,0
1547321698,0
1547321699,0
1547321700,0
1547321701,0
1547321702,0
1547321703,0
1547321704,0
1547321705,0
1547321706,1.29764
1547321707,1.50162
1547321708,4.48486
1547321709,4.44263
1547321710,4.2066
1547321711,4.22491
1547321712,4.22491
1547321713,3.47937
1547321714,1.26627
1547321715,1.26627
1547321716,1.26627
1547321717,5.6684
1547321718,5.27875
1547321719,5.85144
1547321720,0.721558
1547321721,0.839844
1547321722,0.721558
1547321723,0.186462
1547321724,0.798096
1547321725,0.908813
1547321726,0.908813
1547321727,0.908813
1547321728,0.908813
1547321729,0.908813
1547321730,1.30212
1547321731,0.994751
1547321732,0.994751
1547321733,0.994751
1547321734,0.994751
1547321735,0.849854
1547321736,0.849854
1547321737,0.849854
1547321738,0.849854
1547321739,0.849854
1547321740,0.856445
1547321741,0.959717
1547321742,0.959717
1547321743,0.959717
1547321744,0.959717
1547321745,0.959717
1547321746,0.959717
1547321747,0.959717
1547321748,0.959717
1547321749,0.959717
1547321750,0.959717
1547321751,0.959717
1547321752,0.959717
1547321753,0.959717
1547321754,2.72137
1547321755,2.72137
1547321756,1.3537
1547321757,1.36544
1547321758,2.47809
1547321759,1.80536
1547321760,1.70471
1547321761,1.70471
1547321762,1.12866
1547321763,1.12866
1547321764,0.915283
1547321765,0.983566
1547321766,0.983566
1547321767,0.983566
1547321768,0.983566
1547321769,1.36444
1547321770,1.50293
1547321771,1.36444
1547321772,0.901123
1547321773,0.901123
1547321774,0.901123
1547321775,0.901123
1547321776,0.901123
1547321777,0.901123
1547321778,0.901123
1547321779,1.09351
1547321780,1.09351
1547321781,1.04034
1547321782,1.04034
1547321783,1.04034
1547321784,1.04291
1547321785,1.04401
1547321786,1.0318
1547321787,1.04901
1547321788,1.03821
1547321789,1.03876
1547321790,1.04688
1547321791,1.05164
1547321792,0.908203
1547321793,0.908203
1547321794,1.03876
1547321795,1.69733
1547321796,1.69733
1547321797,1.69733
1547321798,1.69131
1547321799,1.69131
1547321800,1.69733
1547321801,1.271
1547321802,1.271
1547321803,1.271
1547321804,1.271
1547321805,1.271
1547321806,1.271
1547321807,1.271
1547321808,1.271
1547321809,1.271
1547321810,1.271
1547321811,1.271
1547321812,1.271
1547321813,1.271
1547321814,1.271
1547321815,1.271
1547321816,1.29956
1547321817,1.29956
1547321818,1.29956
1547321819,1.29956
1547321820,1.47463
1547321821,1.56866
1547321822,1.46757
1547321823,0.473236
1547321824,0.4646
1547321825,0.4646
1547321826,0.606857
1547321827,0.584778
1547321828,0.600662
1547321829,0.591736
1547321830,0.606644
1547321831,0.602386
1547321832,1.00256
1547321833,1.0016
1547321834,0.408722
1547321835,0.501038
1547321836,0.501038
1547321837,0.501038
1547321838,0.715973
1547321839,0.715973
1547321840,0.957355
1547321841,0.813873
1547321842,1.08316
1547321843,1.08316
1547321844,1.08316
1547321845,1.08316
1547321846,1.08316
1547321847,1.08316
1547321848,1.08316
1547321849,1.08316
1547321850,1.08316
1547321851,0.898621
1547321852,0.898621
1547321853,1.1069
1547321854,0.917572
1547321855,0.917572
1547321856,0.917572
1547321857,0.917572
1547321858,0.917572
1547321859,0.917572
1547321860,0.917572
1547321861,1.11185
1547321862,0.546082
1547321863,0.546082
1547321864,0.619446
1547321865,0.619446
1547321866,1.31291
1547321867,1.31291
1547321868,1.31291
1547321869,1.31291
1547321870,3.50897
1547321871,3.30927
1547321872,0.758774
1547321873,0.732452
1547321874,0.604767
1547321875,2.6243
1547321876,2.6243
1547321877,2.6344
1547321878,2.6344
1547321879,2.6344
1547321880,2.6344
1547321881,2.6344
1547321882,2.6344
1547321883,2.6344
1547321884,2.6344
1547321885,0.631409
1547321886,0.631409
1547321887,0.667938
1547321888,0.667938
1547321889,0.692856
1547321890,0.692856
